Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,Graph
Nano,$0.817636,4.3%,1.8%,38.6%,"$7,786,514","$109,558,219",https://www.coingecko.com/coins/756/sparkline
VVS Finance,$0.000003622696,-0.5%,0.2%,-5.0%,"$197,990","$109,236,850",https://www.coingecko.com/coins/20210/sparkline
Kyber Network Crystal,$0.660016,0.5%,3.5%,6.7%,"$19,775,910","$108,431,292",https://www.coingecko.com/coins/14899/sparkline
SKALE,$0.026941992339,0.3%,1.6%,2.9%,"$4,321,235","$108,130,456",https://www.coingecko.com/coins/13245/sparkline
Marinade staked SOL,$15.43,0.4%,0.7%,11.4%,"$1,499,440","$107,222,332",https://www.coingecko.com/coins/17752/sparkline
API3,$1.53,0.3%,3.9%,6.3%,"$7,622,463","$106,397,737",https://www.coingecko.com/coins/13256/sparkline
DAO Maker,$0.830224,-0.0%,1.4%,1.4%,"$475,515","$103,699,498",https://www.coingecko.com/coins/13915/sparkline
PlayDapp,$0.211148,0.3%,1.5%,1.4%,"$3,827,061","$103,095,843",https://www.coingecko.com/coins/14316/sparkline
Smooth Love Potion,$0.002554886189,-0.2%,2.2%,-1.2%,"$13,081,597","$102,027,836",https://www.coingecko.com/coins/10366/sparkline
Pundi X,$0.393717,0.2%,-0.1%,0.3%,"$5,112,741","$101,745,870",https://www.coingecko.com/coins/14571/sparkline
Serum,$0.269430,0.1%,-2.1%,14.2%,"$18,090,314","$100,410,858",https://www.coingecko.com/coins/11970/sparkline
USDX,$0.888065,0.1%,-1.3%,0.3%,"$240,635","$99,081,952",https://www.coingecko.com/coins/13056/sparkline
Volt Inu,$0.000001488127,0.7%,-0.8%,-14.7%,"$3,837,277","$98,173,250",https://www.coingecko.com/coins/25201/sparkline
Neutrino USD,$0.934128,0.5%,3.8%,0.3%,"$999,293","$96,222,360",https://www.coingecko.com/coins/10117/sparkline
PlatonCoin,$0.841405,0.0%,-0.0%,-0.1%,"$1,977.63","$95,967,135",https://www.coingecko.com/coins/7178/sparkline
Nest Protocol,$0.024495205208,0.8%,-9.2%,24.9%,"$2,639,193","$95,957,210",https://www.coingecko.com/coins/11284/sparkline
Decentralized Social,$9.06,-1.7%,1.9%,-7.0%,"$129,227","$95,682,302",https://www.coingecko.com/coins/16310/sparkline
Function X,$0.170456,-0.3%,-1.2%,-2.0%,"$218,279","$94,566,289",https://www.coingecko.com/coins/8186/sparkline
Agoric,$0.347904,0.5%,3.1%,11.6%,"$696,186","$94,337,541",https://www.coingecko.com/coins/24487/sparkline
Tribe,$0.203137,-0.3%,0.6%,-4.3%,"$2,621,664","$92,243,568",https://www.coingecko.com/coins/14575/sparkline
Status,$0.023214575063,-0.1%,0.9%,0.5%,"$1,612,990","$92,076,059",https://www.coingecko.com/coins/779/sparkline
xSUSHI,$1.74,-0.6%,9.3%,6.0%,"$64,409.61","$91,300,788",https://www.coingecko.com/coins/13725/sparkline
Hashflow,$0.510996,-2.0%,6.0%,-3.7%,"$35,862,010","$89,724,487",https://www.coingecko.com/coins/26136/sparkline
FLOKI,$0.000009599613,1.7%,8.6%,9.4%,"$2,015,451","$89,611,450",https://www.coingecko.com/coins/16746/sparkline
Magic Internet Money,$0.998773,-0.0%,0.0%,-0.1%,"$1,005,803","$88,713,440",https://www.coingecko.com/coins/16786/sparkline
DeXe,$2.41,0.2%,2.2%,0.3%,"$2,169,114","$87,969,410",https://www.coingecko.com/coins/12713/sparkline
Mdex,$0.093095863465,-0.5%,-7.7%,13.2%,"$20,052,765","$87,013,196",https://www.coingecko.com/coins/13775/sparkline
Polymesh,$0.164883,1.9%,8.8%,26.6%,"$12,613,812","$86,874,736",https://www.coingecko.com/coins/23496/sparkline
WINkLink,$0.000090254677,0.1%,1.1%,-1.2%,"$21,503,841","$86,736,592",https://www.coingecko.com/coins/9129/sparkline
IQ,$0.006638045074,1.1%,3.1%,25.7%,"$223,710,141","$86,720,504",https://www.coingecko.com/coins/5010/sparkline
Ergo,$1.37,-0.3%,0.4%,-10.6%,"$457,556","$86,061,180",https://www.coingecko.com/coins/2484/sparkline
Nervos Network,$0.002569617702,0.2%,-0.4%,-3.5%,"$4,054,754","$85,053,040",https://www.coingecko.com/coins/9566/sparkline
Pocket Network,$0.062308162400,1.1%,5.0%,-4.7%,"$831,928","$84,619,967",https://www.coingecko.com/coins/22506/sparkline
MX,$0.846922,0.2%,-0.6%,-1.0%,"$175,990","$84,595,630",https://www.coingecko.com/coins/8545/sparkline
LUKSO,$5.44,-0.0%,-2.9%,-11.7%,"$1,038,082","$83,113,604",https://www.coingecko.com/coins/11423/sparkline
Medibloc,$0.015421383954,0.0%,-2.8%,4.9%,"$1,530,246","$83,003,707",https://www.coingecko.com/coins/1374/sparkline
COTI,$0.074782303507,0.7%,1.9%,4.2%,"$4,459,064","$82,885,339",https://www.coingecko.com/coins/2962/sparkline
Syscoin,$0.122427,0.2%,0.1%,8.5%,"$1,638,830","$82,151,773",https://www.coingecko.com/coins/119/sparkline
sETH2,"$1,211.92",0.2%,1.2%,0.5%,"$329,506","$82,094,764",https://www.coingecko.com/coins/16569/sparkline
Civic,$0.101664,0.4%,2.4%,3.1%,"$11,022,040","$81,539,933",https://www.coingecko.com/coins/788/sparkline
Persistence,$0.602190,0.1%,-0.7%,2.5%,"$306,231","$80,705,583",https://www.coingecko.com/coins/14582/sparkline
Prom,$4.43,-0.1%,2.7%,3.9%,"$2,477,700","$80,692,198",https://www.coingecko.com/coins/8825/sparkline
Metis,$18.25,-0.1%,-0.7%,-5.4%,"$1,347,385","$79,673,835",https://www.coingecko.com/coins/15595/sparkline
MXC,$0.032593555674,0.3%,-0.3%,-7.3%,"$5,502,173","$79,489,205",https://www.coingecko.com/coins/4604/sparkline
Mobox,$0.477858,0.0%,2.3%,4.3%,"$31,915,880","$79,341,603",https://www.coingecko.com/coins/14751/sparkline
iExec RLC,$1.09,0.3%,0.3%,26.6%,"$6,106,845","$78,899,502",https://www.coingecko.com/coins/646/sparkline
Band Protocol,$1.90,0.2%,3.0%,0.5%,"$44,828,099","$78,843,846",https://www.coingecko.com/coins/9545/sparkline
Phoenix Global [OLD],$0.023264385043,-5.0%,-9.5%,-97.5%,$316.80,"$78,788,699",https://www.coingecko.com/coins/1074/sparkline
CEEK Smart VR,$0.096374890047,0.0%,-1.7%,-9.2%,"$3,282,377","$78,177,082",https://www.coingecko.com/coins/2581/sparkline
Shardus,$0.177654,?,?,?,?,"$78,088,907",https://www.coingecko.com/coins/8383/sparkline
Ardor,$0.078017484607,-0.2%,-1.3%,1.6%,"$1,701,202","$77,900,303",https://www.coingecko.com/coins/525/sparkline
Orbs,$0.026745676096,-0.1%,-0.3%,8.2%,"$3,555,441","$77,871,880",https://www.coingecko.com/coins/4630/sparkline
MVL,$0.003519044357,0.6%,0.5%,3.9%,"$787,157","$77,817,531",https://www.coingecko.com/coins/3476/sparkline
Nerve Finance,$0.004794303127,0.6%,-0.5%,-1.8%,"$14,543.43","$77,747,624",https://www.coingecko.com/coins/14233/sparkline
MaidSafeCoin,$0.099184266897,0.2%,-1.1%,-9.7%,"$1,646.46","$76,302,113",https://www.coingecko.com/coins/80/sparkline
chrono.tech,$107.31,-0.5%,2.5%,17.6%,"$8,978,052","$76,242,665",https://www.coingecko.com/coins/604/sparkline
Wrapped Centrifuge,$0.217040,-0.1%,-0.5%,-5.5%,"$650,582","$75,443,038",https://www.coingecko.com/coins/17106/sparkline
Coin98,$0.241517,1.2%,3.5%,-8.9%,"$6,673,239","$75,364,955",https://www.coingecko.com/coins/17117/sparkline
Centrifuge,$0.215882,-0.5%,-0.8%,-5.4%,"$234,468","$74,812,826",https://www.coingecko.com/coins/15380/sparkline
WazirX,$0.163283,-0.4%,4.8%,7.0%,"$7,789,346","$74,553,324",https://www.coingecko.com/coins/10547/sparkline
Biswap,$0.213350,0.0%,-0.1%,5.6%,"$6,046,482","$74,191,367",https://www.coingecko.com/coins/16845/sparkline
Creditcoin,$0.356182,0.4%,1.2%,-7.6%,"$7,086,457","$73,810,863",https://www.coingecko.com/coins/10569/sparkline
My Neighbor Alice,$1.29,1.2%,4.4%,5.7%,"$24,307,442","$73,537,444",https://www.coingecko.com/coins/14375/sparkline
Aragon,$1.83,0.2%,2.2%,-13.0%,"$2,825,391","$73,241,464",https://www.coingecko.com/coins/681/sparkline
Fidu,$1.02,-0.2%,1.7%,0.7%,"$18,875.49","$72,956,974",https://www.coingecko.com/coins/25944/sparkline
Vulcan Forged,$3.04,0.1%,4.1%,2.6%,"$16,641,084","$72,569,811",https://www.coingecko.com/coins/14770/sparkline
Multichain,$3.94,-2.4%,13.2%,18.9%,"$29,723,317","$72,380,832",https://www.coingecko.com/coins/22087/sparkline
Ecoin,$0.000156245190,?,?,?,?,"$72,048,033",https://www.coingecko.com/coins/10849/sparkline
Radicle,$1.64,-4.1%,3.8%,6.0%,"$8,752,560","$71,839,413",https://www.coingecko.com/coins/14013/sparkline
Boba Network,$0.201149,-0.2%,0.4%,-7.1%,"$1,054,174","$71,815,863",https://www.coingecko.com/coins/20285/sparkline
Steem,$0.181710,0.0%,-1.0%,2.5%,"$12,249,251","$71,767,212",https://www.coingecko.com/coins/398/sparkline
LooksRare,$0.131390,0.2%,-0.1%,-4.6%,"$2,361,100","$71,760,298",https://www.coingecko.com/coins/22173/sparkline
Stratis,$0.498236,-0.1%,1.5%,4.2%,"$3,991,377","$71,490,469",https://www.coingecko.com/coins/531/sparkline
Cartesi,$0.109810,0.2%,2.7%,5.3%,"$2,908,162","$71,175,053",https://www.coingecko.com/coins/11038/sparkline
Radio Caca,$0.000215376592,0.1%,-0.2%,-2.7%,"$4,682,853","$70,982,202",https://www.coingecko.com/coins/17841/sparkline
Galxe,$1.52,-0.6%,1.7%,8.5%,"$16,727,214","$70,856,979",https://www.coingecko.com/coins/24530/sparkline
Dock,$0.016720693111,-0.6%,3.6%,16.9%,"$596,525","$70,448,413",https://www.coingecko.com/coins/3978/sparkline
Sologenic,$0.176127,-1.2%,-3.7%,-20.0%,"$356,568","$70,369,192",https://www.coingecko.com/coins/10771/sparkline
Celer Network,$0.012398635543,-0.2%,2.6%,8.4%,"$14,684,435","$70,001,441",https://www.coingecko.com/coins/4379/sparkline
SSV Network,$10.06,0.5%,-4.3%,3.5%,"$3,261,250","$69,997,197",https://www.coingecko.com/coins/19155/sparkline
CANTO,$0.194682,-1.2%,-2.1%,-7.5%,"$901,574","$69,893,794",https://www.coingecko.com/coins/26959/sparkline
BENQI Liquid Staked AVAX,$13.79,0.3%,2.7%,3.0%,"$592,082","$69,751,160",https://www.coingecko.com/coins/23657/sparkline
Bifrost,$0.064724471732,2.0%,2.7%,-4.3%,"$264,885","$69,573,750",https://www.coingecko.com/coins/4639/sparkline
Share,$0.001591984039,1.6%,10.1%,8.3%,"$161,636","$69,453,171",https://www.coingecko.com/coins/3609/sparkline
Request,$0.090056652995,0.1%,2.0%,6.1%,"$1,885,524","$69,326,931",https://www.coingecko.com/coins/1031/sparkline
Numeraire,$11.36,-0.0%,1.6%,0.3%,"$7,833,655","$69,273,385",https://www.coingecko.com/coins/752/sparkline
MiL.k Alliance,$0.274054,0.2%,-1.3%,-2.6%,"$2,142,163","$68,764,756",https://www.coingecko.com/coins/11978/sparkline
dKargo,$0.032193789722,-0.5%,-4.0%,13.3%,"$18,625,227","$68,762,919",https://www.coingecko.com/coins/11875/sparkline
ChainX,$0.322829,-0.0%,0.8%,-4.2%,"$14,999.01","$68,530,128",https://www.coingecko.com/coins/9133/sparkline
FUN,$0.006461726488,0.1%,0.1%,-3.9%,"$1,891,799","$68,485,743",https://www.coingecko.com/coins/761/sparkline
Illuvium,$40.28,0.3%,2.1%,-7.9%,"$8,114,893","$68,475,866",https://www.coingecko.com/coins/14468/sparkline
Shentu,$0.783511,0.3%,2.6%,1.8%,"$961,124","$68,370,016",https://www.coingecko.com/coins/12944/sparkline
Hermez Network,$4.06,-0.3%,-1.7%,-1.0%,"$463,744","$68,083,405",https://www.coingecko.com/coins/12826/sparkline
Spell,$0.000632801084,0.1%,1.9%,-5.7%,"$8,840,322","$68,058,918",https://www.coingecko.com/coins/15861/sparkline
Phala Network,$0.150162,0.3%,0.6%,-8.3%,"$5,730,486","$67,964,523",https://www.coingecko.com/coins/12451/sparkline
Dent,$0.000708722127,0.2%,3.1%,1.4%,"$7,464,024","$67,803,995",https://www.coingecko.com/coins/1152/sparkline
Acala,$0.117774,0.4%,-3.0%,9.9%,"$3,213,314","$67,274,823",https://www.coingecko.com/coins/20634/sparkline
Biconomy,$0.292708,-0.3%,1.8%,4.1%,"$2,944,019","$66,880,919",https://www.coingecko.com/coins/21061/sparkline
Ankr Reward-Bearing Staked ETH,"$1,194.68",,0.2%,10.0%,$0.121549,"$66,486,941",https://www.coingecko.com/coins/13403/sparkline
Power Ledger,$0.154546,0.3%,-0.7%,2.1%,"$2,893,066","$66,403,112",https://www.coingecko.com/coins/1104/sparkline
Chromia,$0.117982,0.8%,2.1%,4.7%,"$6,070,602","$66,381,902",https://www.coingecko.com/coins/5000/sparkline
Everscale,$0.038735422454,-1.1%,0.2%,-7.0%,"$5,353,065","$66,355,054",https://www.coingecko.com/coins/12783/sparkline
Alpha Venture DAO,$0.090966994683,0.1%,1.4%,4.1%,"$1,116,590","$66,057,514",https://www.coingecko.com/coins/12738/sparkline
Pirate Chain,$0.340393,0.1%,-0.9%,-2.1%,"$60,356.21","$65,924,672",https://www.coingecko.com/coins/6905/sparkline
Bancor Network,$0.377024,0.2%,1.2%,3.8%,"$2,821,302","$64,244,980",https://www.coingecko.com/coins/736/sparkline
Reef,$0.003073667445,0.2%,1.1%,-1.9%,"$20,496,354","$63,596,123",https://www.coingecko.com/coins/13504/sparkline
Kujira,$0.658918,0.3%,-0.2%,-12.6%,"$11,883.28","$63,560,523",https://www.coingecko.com/coins/20685/sparkline
OriginTrail,$0.171296,-0.0%,-1.6%,-1.9%,"$695,701","$63,352,949",https://www.coingecko.com/coins/1877/sparkline
Euler,$4.99,1.1%,12.2%,2.5%,"$722,925","$62,497,732",https://www.coingecko.com/coins/26149/sparkline
QuarkChain,$0.009154442348,0.7%,-1.4%,5.0%,"$3,527,410","$61,959,704",https://www.coingecko.com/coins/3849/sparkline
AscendEx,$0.081695306496,0.2%,-9.4%,38.4%,"$1,975,609","$60,710,196",https://www.coingecko.com/coins/5003/sparkline
Conflux,$0.028828728826,-0.2%,6.9%,-0.6%,"$8,627,808","$60,409,514",https://www.coingecko.com/coins/13079/sparkline
Stargate Finance,$0.435843,0.0%,-2.8%,5.9%,"$7,444,730","$60,104,922",https://www.coingecko.com/coins/24413/sparkline
e-Radix,$0.037423812930,1.4%,5.4%,-17.2%,"$273,634","$60,057,130",https://www.coingecko.com/coins/13145/sparkline
Lido Staked SOL,$15.34,0.3%,1.2%,11.4%,"$832,969","$59,780,522",https://www.coingecko.com/coins/18369/sparkline
Ocean Protocol,$0.137417,0.3%,2.7%,5.3%,"$5,414,420","$59,623,348",https://www.coingecko.com/coins/3687/sparkline
TempleDAO,$0.971213,,0.9%,-0.3%,$508.29,"$59,611,762",https://www.coingecko.com/coins/20040/sparkline
Maple,$8.45,-0.0%,-1.2%,-5.9%,"$785,178","$58,912,818",https://www.coingecko.com/coins/14097/sparkline
Ultra,$0.218004,0.9%,-1.5%,-0.0%,"$1,216,397","$58,757,400",https://www.coingecko.com/coins/4480/sparkline
VeThor,$0.001040749794,-0.8%,2.2%,3.8%,"$1,673,704","$58,596,749",https://www.coingecko.com/coins/5230/sparkline
inSure DeFi,$0.002204175133,0.2%,0.6%,11.9%,"$924,112","$58,322,888",https://www.coingecko.com/coins/10354/sparkline
Venus,$4.04,0.2%,0.1%,2.8%,"$1,215,025","$58,272,347",https://www.coingecko.com/coins/12677/sparkline
Beta Finance,$0.094361286725,0.4%,-23.1%,48.1%,"$22,751,422","$58,165,464",https://www.coingecko.com/coins/18715/sparkline
Uquid Coin,$5.81,0.3%,7.5%,13.0%,"$3,957,771","$58,130,355",https://www.coingecko.com/coins/1341/sparkline
Magic,$0.283104,0.4%,-0.4%,1.6%,"$468,933","$57,805,994",https://www.coingecko.com/coins/18623/sparkline
StormX,$0.005249889845,0.4%,1.3%,-1.4%,"$418,675","$57,770,059",https://www.coingecko.com/coins/1369/sparkline
aelf,$0.124463,0.1%,-0.6%,-1.4%,"$6,547,212","$57,426,811",https://www.coingecko.com/coins/1371/sparkline
XYO Network,$0.004533168784,0.3%,-0.2%,-0.7%,"$523,327","$57,272,650",https://www.coingecko.com/coins/4519/sparkline
JOE,$0.166441,0.4%,3.6%,11.2%,"$9,342,724","$56,592,728",https://www.coingecko.com/coins/17569/sparkline
Bitcoin Avalanche Bridged (BTC.b),"$16,542.97",0.2%,1.0%,-1.7%,"$232,236","$56,289,201",https://www.coingecko.com/coins/26115/sparkline
XSGD,$0.727821,0.2%,0.3%,-0.2%,"$2,014,781","$56,153,552",https://www.coingecko.com/coins/12832/sparkline
Blox,$0.083028364830,-17.5%,-0.4%,22.4%,"$67,133.57","$55,992,366",https://www.coingecko.com/coins/1231/sparkline
STP,$0.032036401550,0.1%,-1.2%,5.1%,"$5,058,774","$55,943,892",https://www.coingecko.com/coins/8713/sparkline
Tokamak Network,$1.24,0.6%,-1.1%,1.9%,"$1,262,211","$55,723,951",https://www.coingecko.com/coins/12260/sparkline
cVault.finance,"$5,703.07",1.9%,1.8%,0.6%,"$11,189.63","$55,659,782",https://www.coingecko.com/coins/12635/sparkline
BoringDAO [OLD],$36.49,-0.2%,-6.3%,13.4%,$47.53,"$54,184,978",https://www.coingecko.com/coins/12917/sparkline
Liquity,$0.607852,-0.7%,-2.9%,-11.3%,"$430,190","$54,149,476",https://www.coingecko.com/coins/14665/sparkline
NKN,$0.082688602046,0.0%,3.2%,5.8%,"$2,218,504","$53,745,100",https://www.coingecko.com/coins/3375/sparkline
Origin Protocol,$0.106269,0.4%,0.6%,2.4%,"$8,122,072","$53,420,380",https://www.coingecko.com/coins/3296/sparkline
Velas,$0.022137075059,-0.1%,0.2%,-1.4%,"$733,494","$52,753,710",https://www.coingecko.com/coins/9651/sparkline
Battle World,$0.898842,1.0%,3.7%,77.6%,"$2,005,109","$52,621,364",https://www.coingecko.com/coins/25799/sparkline
Hifi Finance,$0.005519275416,0.8%,-1.1%,18.1%,"$30,892,011","$51,871,117",https://www.coingecko.com/coins/3293/sparkline
Seedify.fund,$1.21,-1.1%,-0.8%,3.1%,"$2,477,946","$51,850,271",https://www.coingecko.com/coins/14614/sparkline
Minted,$0.332348,-0.1%,-0.5%,-8.4%,"$53,764.05","$51,536,861",https://www.coingecko.com/coins/26893/sparkline
DODO,$0.122814,0.6%,3.3%,7.1%,"$6,522,870","$51,350,132",https://www.coingecko.com/coins/12651/sparkline
Stargaze,$0.039820292284,0.1%,-0.7%,-9.7%,"$70,279.15","$51,137,421",https://www.coingecko.com/coins/22363/sparkline
Concordium,$0.008691366652,0.2%,1.5%,-12.2%,"$683,756","$51,120,153",https://www.coingecko.com/coins/23547/sparkline
Alien Worlds,$0.015659399096,-0.7%,2.5%,3.2%,"$6,873,625","$51,078,714",https://www.coingecko.com/coins/14676/sparkline
Xido Finance,$1.80,-1.6%,2.7%,36.7%,"$5,686.97","$50,917,425",https://www.coingecko.com/coins/16161/sparkline
Metal DAO,$0.787188,0.3%,3.4%,8.0%,"$9,458,025","$50,746,525",https://www.coingecko.com/coins/763/sparkline
SX Network,$0.158256,-0.1%,1.1%,-10.6%,"$507,641","$50,573,624",https://www.coingecko.com/coins/13779/sparkline
Telos,$0.173216,-0.1%,-1.3%,-2.3%,"$1,283,362","$50,507,583",https://www.coingecko.com/coins/7588/sparkline
Fei USD,$1.00,-0.3%,0.2%,-0.1%,"$95,220.89","$50,355,509",https://www.coingecko.com/coins/14570/sparkline
H2O Dao,$0.226515,1.8%,-8.7%,-24.4%,"$32,342.61","$50,288,935",https://www.coingecko.com/coins/24588/sparkline
Koda Cryptocurrency,$0.000044085577,-0.4%,-0.8%,12.2%,"$1,825.11","$50,208,210",https://www.coingecko.com/coins/15577/sparkline
Covalent,$0.118723,0.1%,-2.0%,27.9%,"$692,254","$49,816,486",https://www.coingecko.com/coins/14168/sparkline
flexUSD,$0.253226,0.2%,-0.1%,1.6%,$13.84,"$49,773,200",https://www.coingecko.com/coins/13323/sparkline
Rich Quack,$0.000000001125,-1.0%,-0.4%,-2.6%,"$4,563,444","$49,639,255",https://www.coingecko.com/coins/16356/sparkline
SingularityNET,$0.043663249269,-0.4%,0.0%,0.9%,"$626,953","$49,590,619",https://www.coingecko.com/coins/2138/sparkline
Dero,$3.89,0.2%,1.3%,-5.1%,"$106,038","$49,356,555",https://www.coingecko.com/coins/3522/sparkline
Clash of Lilliput,$0.600712,-0.1%,-0.1%,1.6%,"$389,689","$49,354,268",https://www.coingecko.com/coins/26070/sparkline
Ark,$0.290468,0.3%,-3.4%,1.2%,"$3,396,403","$49,240,879",https://www.coingecko.com/coins/613/sparkline
EverGrow Coin,$0.000000105579,-0.3%,-0.1%,15.1%,"$48,179.49","$49,150,586",https://www.coingecko.com/coins/18645/sparkline
Storj,$0.340892,-0.7%,1.1%,5.1%,"$12,288,640","$49,083,980",https://www.coingecko.com/coins/949/sparkline
Divi,$0.015408603308,1.5%,-1.0%,1.2%,"$60,669.24","$48,641,666",https://www.coingecko.com/coins/1273/sparkline
Akash Network,$0.247503,-0.3%,1.3%,32.8%,"$567,422","$48,560,089",https://www.coingecko.com/coins/12785/sparkline
Orchid Protocol,$0.081931123337,0.1%,0.4%,-1.2%,"$3,597,757","$48,458,373",https://www.coingecko.com/coins/3916/sparkline
Dopex,$232.67,-0.7%,1.4%,13.6%,"$241,177","$48,261,290",https://www.coingecko.com/coins/16652/sparkline
Adshares,$1.46,0.8%,-1.0%,5.1%,"$515,865","$48,234,759",https://www.coingecko.com/coins/868/sparkline
Iron Bank EURO,$1.00,-0.1%,-0.8%,0.1%,"$14,921.22","$48,136,187",https://www.coingecko.com/coins/17285/sparkline
Keep Network,$0.087089128379,0.0%,0.5%,-10.0%,"$230,150","$48,036,135",https://www.coingecko.com/coins/3373/sparkline
Everdome,$0.002399730676,-0.2%,7.0%,0.3%,"$4,500,214","$47,916,930",https://www.coingecko.com/coins/23267/sparkline
Morpheus Network,$1.28,-0.2%,-0.4%,-13.6%,"$306,851","$47,904,617",https://www.coingecko.com/coins/2379/sparkline
COCOS BCX,$0.666256,-2.8%,32.2%,43.4%,"$145,781,823","$47,591,312",https://www.coingecko.com/coins/4932/sparkline
Sun Token,$0.005333893536,0.1%,0.5%,6.2%,"$14,027,885","$47,353,630",https://www.coingecko.com/coins/12424/sparkline
Aergo,$0.114845,-0.1%,-1.7%,1.9%,"$6,127,207","$46,931,693",https://www.coingecko.com/coins/4490/sparkline
Alchemy Pay,$0.009488976271,0.2%,0.8%,-3.0%,"$4,274,872","$46,929,320",https://www.coingecko.com/coins/12390/sparkline
Efinity,$0.083246319760,0.1%,1.0%,3.6%,"$641,799","$46,881,095",https://www.coingecko.com/coins/16558/sparkline
Aurora,$0.435298,0.2%,-1.0%,-8.5%,"$601,423","$46,483,824",https://www.coingecko.com/coins/20582/sparkline
Revain,$0.000550175263,-1.5%,3.9%,0.8%,"$291,658","$46,463,334",https://www.coingecko.com/coins/1107/sparkline
Poollotto.finance,$3.99,-0.0%,-0.5%,-8.0%,"$6,090.89","$46,380,764",https://www.coingecko.com/coins/21425/sparkline
Moonriver,$8.05,-0.4%,3.1%,3.3%,"$4,621,159","$46,308,952",https://www.coingecko.com/coins/17984/sparkline
sUSD,$1.00,0.0%,-0.2%,-0.2%,"$8,118,703","$46,240,177",https://www.coingecko.com/coins/5013/sparkline
MAI,$0.989686,-0.2%,-0.1%,-0.1%,"$1,276,990","$45,464,987",https://www.coingecko.com/coins/15264/sparkline
World Mobile Token,$0.141017,-0.7%,0.2%,1.0%,"$208,900","$45,240,997",https://www.coingecko.com/coins/17333/sparkline
Utrust,$0.095500287119,-0.1%,1.0%,2.5%,"$1,081,149","$44,877,565",https://www.coingecko.com/coins/1824/sparkline
Badger DAO,$2.69,-0.1%,0.6%,8.2%,"$3,560,369","$44,808,745",https://www.coingecko.com/coins/13287/sparkline
Celo Dollar,$0.997069,0.1%,0.5%,0.7%,"$792,361","$44,757,574",https://www.coingecko.com/coins/13161/sparkline
Origin Dollar,$0.998905,0.0%,0.1%,-0.5%,"$186,197","$44,522,893",https://www.coingecko.com/coins/12589/sparkline
Unidef,$0.000257730071,0.1%,4.6%,15.7%,"$165,300","$44,393,709",https://www.coingecko.com/coins/26691/sparkline
DFI.money,"$1,118.03",-0.8%,-1.5%,-68.1%,"$46,708,995","$44,362,761",https://www.coingecko.com/coins/11902/sparkline
